Temp;fitted;Species;Site;MHWDays;Year ;Size ;Impacted
27;2,5158;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,0909;2,5378;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,1414;2,5615;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,1919;2,5862;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,2424;2,611;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,2929;2,6352;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,3434;2,6581;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,3939;2,6788;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,4444;2,6967;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,4949;2,7111;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,5455;2,7211;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,596;2,726;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,6465;2,7252;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,697;2,718;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,7475;2,7036;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,798;2,6813;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,8485;2,6505;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,899;2,6104;Paramuricea;Pzzu_par;NA;NA;NA;NA
27,9495;2,5605;Paramuricea;Pzzu_par;NA;NA;NA;NA
28;2,5;Paramuricea;Pzzu_par;NA;NA;NA;NA
22,5;;Paramuricea;Gabin_par;9;2009;0,07;No
23;83;Paramuricea;Gabin_par;NA;NA;NA;NA
23,0505;80,0255;Paramuricea;Gabin_par;NA;NA;NA;NA
23,101;77,125;Paramuricea;Gabin_par;NA;NA;NA;NA
23,1515;74,2976;Paramuricea;Gabin_par;NA;NA;NA;NA
23,202;71,5425;Paramuricea;Gabin_par;NA;NA;NA;NA
23,2525;68,8586;Paramuricea;Gabin_par;NA;NA;NA;NA
23,303;66,2452;Paramuricea;Gabin_par;NA;NA;NA;NA
23,3535;63,7012;Paramuricea;Gabin_par;NA;NA;NA;NA
23,404;61,2257;Paramuricea;Gabin_par;NA;NA;NA;NA
23,4545;58,8179;Paramuricea;Gabin_par;NA;NA;NA;NA
23,5051;56,4768;Paramuricea;Gabin_par;NA;NA;NA;NA
23,5556;54,2014;Paramuricea;Gabin_par;NA;NA;NA;NA
23,6061;51,9908;Paramuricea;Gabin_par;NA;NA;NA;NA
23,6566;49,8441;Paramuricea;Gabin_par;NA;NA;NA;NA
23,7071;47,7604;Paramuricea;Gabin_par;NA;NA;NA;NA
23,7576;45,7386;Paramuricea;Gabin_par;NA;NA;NA;NA
23,8081;43,778;Paramuricea;Gabin_par;NA;NA;NA;NA
23,8586;41,8775;Paramuricea;Gabin_par;NA;NA;NA;NA
23,9091;40,0362;Paramuricea;Gabin_par;NA;NA;NA;NA
23,9596;38,2531;Paramuricea;Gabin_par;NA;NA;NA;NA
24,0101;36,5274;Paramuricea;Gabin_par;NA;NA;NA;NA
24,0606;34,858;Paramuricea;Gabin_par;NA;NA;NA;NA
24,1111;33,2441;Paramuricea;Gabin_par;NA;NA;NA;NA
24,1616;31,6846;Paramuricea;Gabin_par;NA;NA;NA;NA
24,2121;30,1787;Paramuricea;Gabin_par;NA;NA;NA;NA
24,2626;28,7254;Paramuricea;Gabin_par;NA;NA;NA;NA
24,3131;27,3237;Paramuricea;Gabin_par;NA;NA;NA;NA
24,3636;25,9727;Paramuricea;Gabin_par;NA;NA;NA;NA
24,4141;24,6715;Paramuricea;Gabin_par;37;1999;0,34;Yes
24,4646;23,419;Paramuricea;Gabin_par;NA;NA;NA;NA
24,5152;22,2145;Paramuricea;Gabin_par;NA;NA;NA;NA
24,5657;21,0568;Paramuricea;Gabin_par;NA;NA;NA;NA
24,6162;19,9451;Paramuricea;Gabin_par;NA;NA;NA;NA
24,6667;18,8785;Paramuricea;Gabin_par;NA;NA;NA;NA
24,7172;17,8559;Paramuricea;Gabin_par;NA;NA;NA;NA
24,7677;16,8765;Paramuricea;Gabin_par;NA;NA;NA;NA
24,8182;15,9392;Paramuricea;Gabin_par;NA;NA;NA;NA
24,8687;15,0432;Paramuricea;Gabin_par;NA;NA;NA;NA
24,9192;14,1876;Paramuricea;Gabin_par;NA;NA;NA;NA
24,9697;13,3713;Paramuricea;Gabin_par;NA;NA;NA;NA
25;12,5934;Paramuricea;Gabin_par;NA;NA;NA;NA
25,0707;11,8531;Paramuricea;Gabin_par;NA;NA;NA;NA
25,1212;11,1493;Paramuricea;Gabin_par;NA;NA;NA;NA
25,1717;10,4811;Paramuricea;Gabin_par;NA;NA;NA;NA
25,2222;9,8477;Paramuricea;Gabin_par;NA;NA;NA;NA
25,2727;9,248;Paramuricea;Gabin_par;NA;NA;NA;NA
25,3232;8,6812;Paramuricea;Gabin_par;NA;NA;NA;NA
25,3737;8,1463;Paramuricea;Gabin_par;NA;NA;NA;NA
25,4242;7,6423;Paramuricea;Gabin_par;NA;NA;NA;NA
25,4747;7,1685;Paramuricea;Gabin_par;NA;NA;NA;NA
25,5253;6,7238;Paramuricea;Gabin_par;NA;NA;NA;NA
25,5758;6,3074;Paramuricea;Gabin_par;NA;NA;NA;NA
25,6263;5,9183;Paramuricea;Gabin_par;NA;NA;NA;NA
25,6768;5,5556;Paramuricea;Gabin_par;NA;NA;NA;NA
25,7273;5,2184;Paramuricea;Gabin_par;NA;NA;NA;NA
25,7778;4,9058;Paramuricea;Gabin_par;NA;NA;NA;NA
25,8283;4,6169;Paramuricea;Gabin_par;NA;NA;NA;NA
25,8788;4,3509;Paramuricea;Gabin_par;NA;NA;NA;NA
25,9293;4,1067;Paramuricea;Gabin_par;NA;NA;NA;NA
25,9798;3,8836;Paramuricea;Gabin_par;NA;NA;NA;NA
26;3,6806;Paramuricea;Gabin_par;NA;NA;NA;NA
26,0808;3,4968;Paramuricea;Gabin_par;NA;NA;NA;NA
26,1313;3,3314;Paramuricea;Gabin_par;NA;NA;NA;NA
26,1818;3,1835;Paramuricea;Gabin_par;NA;NA;NA;NA
26,2323;3,0522;Paramuricea;Gabin_par;NA;NA;NA;NA
26,2828;2,9366;Paramuricea;Gabin_par;NA;NA;NA;NA
26,3333;2,8359;Paramuricea;Gabin_par;NA;NA;NA;NA
26,3838;2,7493;Paramuricea;Gabin_par;NA;NA;NA;NA
26,4343;2,6758;Paramuricea;Gabin_par;NA;NA;NA;NA
26,4848;2,6146;Paramuricea;Gabin_par;NA;NA;NA;NA
26,5354;2,5649;Paramuricea;Gabin_par;NA;NA;NA;NA
26,5859;2,5258;Paramuricea;Gabin_par;NA;NA;NA;NA
26,6364;2,4965;Paramuricea;Gabin_par;NA;NA;NA;NA
26,6869;2,4762;Paramuricea;Gabin_par;NA;NA;NA;NA
26,7374;2,464;Paramuricea;Gabin_par;NA;NA;NA;NA
26,7879;2,4591;Paramuricea;Gabin_par;NA;NA;NA;NA
26,8384;2,4607;Paramuricea;Gabin_par;NA;NA;NA;NA
26,8889;2,468;Paramuricea;Gabin_par;NA;NA;NA;NA
26,9394;2,4801;Paramuricea;Gabin_par;NA;NA;NA;NA
26,9899;2,4963;Paramuricea;Gabin_par;NA;NA;NA;NA
27;2,5158;Paramuricea;Gabin_par;NA;NA;NA;NA
27,0909;2,5378;Paramuricea;Gabin_par;NA;NA;NA;NA
27,1414;2,5615;Paramuricea;Gabin_par;NA;NA;NA;NA
27,1919;2,5862;Paramuricea;Gabin_par;NA;NA;NA;NA
27,2424;2,611;Paramuricea;Gabin_par;NA;NA;NA;NA
27,2929;2,6352;Paramuricea;Gabin_par;NA;NA;NA;NA
27,3434;2,6581;Paramuricea;Gabin_par;NA;NA;NA;NA
27,3939;2,6788;Paramuricea;Gabin_par;NA;NA;NA;NA
27,4444;2,6967;Paramuricea;Gabin_par;NA;NA;NA;NA
27,4949;2,7111;Paramuricea;Gabin_par;NA;NA;NA;NA
27,5455;2,7211;Paramuricea;Gabin_par;NA;NA;NA;NA
27,596;2,726;Paramuricea;Gabin_par;NA;NA;NA;NA
27,6465;2,7252;Paramuricea;Gabin_par;NA;NA;NA;NA
27,697;2,718;Paramuricea;Gabin_par;NA;NA;NA;NA
27,7475;2,7036;Paramuricea;Gabin_par;NA;NA;NA;NA
27,798;2,6813;Paramuricea;Gabin_par;NA;NA;NA;NA
27,8485;2,6505;Paramuricea;Gabin_par;NA;NA;NA;NA
27,899;2,6104;Paramuricea;Gabin_par;NA;NA;NA;NA
27,9495;2,5605;Paramuricea;Gabin_par;NA;NA;NA;NA
28;2,5;Paramuricea;Gabin_par;NA;NA;NA;NA
